Categories,Total,All Years
Electrical engineering/Computer technology,8,"[2, 2, 1, 1, 0, 0, 2, 0]"
Electrical engineering/IT methods for management,4,"[0, 0, 0, 0, 1, 1, 1, 1]"
Electrical engineering/Telecommunications,4,"[0, 0, 0, 0, 0, 3, 1, 0]"
Instruments/Medical technology,4,"[0, 0, 0, 1, 0, 1, 2, 0]"
"Electrical engineering/Electrical machinery, apparatus, energy",2,"[0, 0, 0, 0, 0, 0, 2, 0]"
