Categories,Total,All Years
Electrical engineering/IT methods for management,20,"[0, 0, 0, 1, 1, 2, 1, 2, 4, 0, 1, 5, 2, 0, 1]"
Electrical engineering/Computer technology,17,"[0, 0, 1, 0, 0, 1, 2, 2, 1, 2, 1, 3, 1, 2, 1]"
Instruments/Medical technology,11,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 3, 0, 2, 0]"
Electrical engineering/Digital communication,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 2, 0, 1]"
Instruments/Control,9,"[2, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0]"
Mechanical engineering/Other special machines,4,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0]"
Electrical engineering/Audio-visual technology,2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
Chemistry/Environmental technology,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Other fields/Furniture, games",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
