Categories,Total,All Years
Electrical engineering/Computer technology,3,"[1, 2, 0]"
Electrical engineering/Digital communication,3,"[0, 3, 0]"
Electrical engineering/IT methods for management,2,"[0, 1, 1]"
Instruments/Control,1,"[0, 0, 1]"
Instruments/Medical technology,1,"[1, 0, 0]"
