,Categories,year,Title,link
0,Chemistry/Basic materials chemistry ,2016,Cocoa butter alternative free of trans fat and reduced in saturated fat.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CL2016003252A1
1,Chemistry/Food chemistry,2016,Cocoa butter alternative free of trans fat and reduced in saturated fat.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CL2016003252A1
