Categories,Total,All Years
Chemistry/Biotechnology,2,"[0, 1, 1]"
Chemistry/Environmental technology,2,"[2, 0, 0]"
"Chemistry/Materials, metallurgy",2,"[1, 0, 1]"
"Chemistry/Macromolecular chemistry, polymers",1,"[0, 0, 1]"
Electrical engineering/Audio-visual technology,1,"[0, 0, 1]"
"Electrical engineering/Electrical machinery, apparatus, energy",1,"[0, 1, 0]"
"Mechanical engineering/Engines, pumps, turbines",1,"[0, 1, 0]"
